emotion,text
sadness," recession,  economic  gloom? The brightest  stars shine in the darkest nights! Our  html5  webdesign rocks!  rtblitz  finovate  wlsb"
sadness,RiceFODays now I am Alex Butler's class on financial management. Starts off with a great relevant class discussion: movies and sunk costs
sadness,RIPKara i could have seen her at a local mall or any school football games. im disheartened
sadness," savemoney and  savelifes   your  openbar  your  weddingreception. Close it 1-2 hours early, forcing your guests to sober up before driving."
sadness,sober life
sadness," Taurus, for the most part, you have perfect control over your Emotions and you are careful not to be so sulky around anyone!"
sadness,Terencecutcher  Tulsa the man onthe helicopter said he looks like a bad dude that is the problem when they see black they see bad
sadness,Terencecutcher  Tulsa the man onthe helicopter said he looks like a bad dude that is the problem when they see black they see bad  sad
sadness,ThankYouCGI - Do not grow weary in doing good.  CGI2016
sadness,vinb I'm alot more interested in hearing bout differences between parties political ideologies. Parties murky origins r irrefutable  vinb
sadness,| At home sick... 🎼The blues🎼 won't cure it so I need ideas 🎸😭 |  sorethroat  sick  blues  music  fallweather  carletonuniversity  ottawa
sadness,🍂🎵☀  fall sounds great ! dream  blues  rock by  RaphaelSlagg. Get the top album  'One Love'  by hero  BlindFret. :D
sadness,😑😑😑&lt;---- that moment you finish a Netflix series and have nothing else to watch.  depression
sadness,$FOGO max pessimism here and no bottom (yet).  Has a solid PE ratio for a restaurant.  Let's catch it at 8 level or 10 level if it comes.
sadness,1Pet 4:7  But the end of all things is at hand: be ye therefore  sober and  watch unto prayer
sadness,2 applications for my dbs and still waiting. Been over a year now. Going to loose my job 👍🏿  GOVUK   thanks  unhappy  crb
sadness,236:416 While she was in her dull and sleeping hour A crew of patches rude mechanicals  AMNDBots
sadness,3 weeks into the course and have had the kitchen sink thrown at me I m still pulling knives and forks out of my ears
sadness,5am blues while riding a cab home: - my belly is much bigger than the rest of my body - but i couldnt be preggy - how to lose it in a day
sadness,"6 might be a serious number, but 10 sounds better. Wild card race!!"
sadness,7 pax enjoyed the  gloom  Clayorangecrush  F3LakeMurray
sadness,9/30 Howland Cultural Center  BeaconNy Vickie Raabin &amp; Chris Raabe  blues  soul 8pm   LocalMotionWVKR  hiddencitiesnyc 845-831-4988
sadness,a good shorty has so much to offer &amp; it's sad that some of you niggas don't even see it when she right in front of your face and too late
sadness,A Leopard never changes its spots!  lost
sadness,"A MOMENT: If you kill it in the spirit, it will die in the natural!!!'- PRINCESSTAYE   murder  suicide  depression  racism  pride"
sadness,"A MOMENT: If you kill it in the spirit, it will die in the natural!!!'- PRINCESSTAYE  murder  suicide   racism  pride"
sadness,A night where depression is winning...  depression  fml  help
sadness,A pessimist is someone who when opportunity knocks complains about the noise.
sadness,"A pessimist sees the difficulty in every opportunity, an optimist sees the opportunity in every difficulty' -Sir Winston Churchill-"
sadness,A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty.  ― Winston S. Churchill  quote
sadness,A pretty dejected FanCam on the way.  SCFC  TBPTV
sadness,A tummy full of steak wine key lime pine and cuddles on tap. What a way to turn around a stressful Wednesday 💛
sadness,Absolutely can not believe the generosity pouring out for us but Id give everything I have for Nick to be healthy and happy.  lost
sadness,"Absolutely hate the Apple Watch iOS 10 update. Completely buggered some of my apps, including Spark. Awful interface, too.  grim"
sadness,Actually I always idealize the end of my relationships .. Such a pessimist
sadness,Add Donte Moncrief to my dismal situation  blessed.
sadness,After 3 idk why I start feeling so depress sad and lonely.
sadness,After she threw me out I had to sedate her. With a damn horse tranquilizer.'
sadness,After spending £450  Debenhams I was offered a £5 voucher. I asked if I could spend it at weekend? Was told 'no valid today only'  unhappy
sadness,ah  lost  mah  train of thunk.
sadness,All clouded out.   Considering using a camera 1) star trails 2) eyepiece projection.
sadness,"All I'm learning about at college atm is Sylvia Plath, Stalin's purges and natural disasters, gloomy af"
sadness,All the 'juniors' are now wearing purple at ollafest while I'm here fighting with my alarm about when I need to wake up for German  sadness
sadness,All this doom and gloom! We scored from open play again! And only conceded two this time.  progress they means a 1-1 draw on Saturday for me
sadness,All work and no play makes Jack a dull boy
sadness,Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line.  preschoolpolitics  momthings
sadness,Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line.  preschoolpolitics  momthings  serious
sadness,also who has amazon prime that would like to help a girl out LOL  serious
sadness,Alt-J - Hunger of the pine.
sadness,"Although this is my best semester so far, this is also my most depressing because I'm constantly reminded that I'm not meant for greatness"
sadness,Always borrow money from a pessimist; he doesn't expect to be paid back.
sadness,Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut.  ― Ernest Hemingway  quote
sadness,Am a very old person I can't handle some stuff....lol I just left her there.... Get back to me when you're sober
sadness,Am I the only person who dislikes fall?  FirstDayofFall  leaves  thingsdie  depressing  cold  noflipflops 👎🏾👎🏽👎🏻🍂🍁
sadness,Amateurs sit and wait for inspiration the rest of us just get up and go to work.' -- Stephen King  authors  serious  writingtip
sadness,Americans as a whole are for the most part feeling borderline despair at the very least. Looking at a situation out of control.
sadness,An hour played and  ASFCofficial have conceded less at West ham than  ManUtd have at northampton.  Let that sink in.
sadness,and again dirty and  self loathing attitude  mope talking
sadness,"And btw... I really did stay in bed all day today.  depression I hate being lied to, fuck liars. -w-"
sadness,And I won't even get started with Hillary and her fancy fundraisers!  depressing
sadness,And there is despair underneath each and every action  Each and every attempt to pierce the armour of numbness ' -Mgla
sadness,And with rich Fumes his sullen sences cheer'd.
sadness,Angry shouting match between a  pessimist &amp; an  optimist: 'You're a half empty-headed  %$!'  'You're half full of  %$!'
sadness,Another grim &amp; compelling news report by  Nawalf on the blockade of aid to the starving in  Yemen  BBC  dosomethingpoliticans
sadness,Anybody know a good place to book a show in  Montreal on short but not super-short notice?  punkrock  postpunk  blues
sadness,AQW should've always stayed in the 08 art style now it's just a competition to create more detailed art each time.
sadness,Are you  serious that  fredsirieix lives in Peckham......South London's own  Love Guru(big up)
sadness,are you feeling horribly depressed and despondent about life and your future' -  lauraroyden always knows just what to say
sadness,Are you serious??
sadness,as a very depressed and suicidal person seeing someone sing about their own depressing life yet having fun is very relatable and encouraging
sadness,As I lost my heart to you there in the dark.. Underneath the stars 🎧
sadness,At least I don't have a guy trying to discourage me anymore in what I want to do he will never become anything worth contributing to society
sadness,At my age all I see is gray. Is it gray because of my bad eyes or my perspective  depression   healingjustice
sadness,At my funeral when they close the casket I want them to play 'Call recording has completed.'' - GlenEwing  lost  podcasting  talkshoe
sadness,Awake at 5.30am with a seriously bad throat 😩😩😩😩😷🤒 glands feel huuuuuuuge and I'm in uni soon!  grim
sadness,Awareness of time is awareness of time lost.  awareness  time
sadness,Awareness of time is awareness of time lost.  awareness  time  lost
sadness,"B day next week, catch the sauce and watch the heaviness!"
sadness,Baaarissshhhhh + sad song =  prefect night — feeling alone
sadness,Back in Cardiff after an amazing 10 days away 😭  depressing
sadness,Back in the big time after selection last night. Absolutely buzzing. Bring on the roaches  SG16  kickittomehigh  nswgaa  blues  statevstate
sadness,Back to forest drama - from my  Forest  music - series 2016  nature  dark  art  photography  Finland
sadness,bad news fam life is still hard and awful  depression  anxiety  atleastIhaveBuffy
sadness,"Bain of my life having to drive to a cash point, Then to a shop for change in pound coins, Then to the gym all for a bastard sunbed.  grim"
sadness,Band members wanted. Contact me  NewcastleGateshead  Sunderland  musicians  musicbusiness  musicislife  music  musically  band  blues  folk
sadness,Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.
sadness,Be joyful in hope patient in affliction faithful in prayer. Romans 12:12
sadness,Be strong &amp; courageous. Do not be terrified or discouraged for the LORD your God will be with you wherever you go.
sadness,Beats is accurately all-powerful with respect to high-quality high-frequency speaker in re the extra desolate relating to fire-ea:…
sadness,"because a kitchen sink to you is not a kitchen sink to me, okay friend?"
sadness,Because of 'failure of delivery on time' a customer has to pay 16K rupees more! - Not good  tiagotatamotors  TataMotors  unhappy
sadness,Been a while since I been sober. This life can be so hard
sadness,Been sober for days lmao
sadness,Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is
sadness,Been working in Blanchardstown shopping centre for over 2 years now and I only figured out today where Marks &amp; Spencer's is  lost
